ID,Title,Room,Speaker name,Date,Time,Recorded
13302,Game AI Summit: Combining GOAP and MBTs to Create NPCs' Behaviors for 'Kingdom Come: Deliverance II',W3004/3006,Matej Marko (Warhorse studios),Tue 03/18,9:30am-10:30am,Video
13335,Game Design Workshop Day 2,S207/208,Andy Ashcraft (Giantsdance Games / New York Film Academy) Jeb Havens (Brainium) Frank Lantz (Everybody House Games) Marc LeBlanc (Riot Games) Stone Librande (Riot Games) Geoffrey Marsi (Riot Games) Marcus Montgomery (Microsoft) Eben Myers (Level Ex Games) Kellee Santiago (E-Line Media) Lauren Scott (Double Fine) Eleanor Todd (Fablegate) Samuel Villanueva (Villains Creative),Tue 03/18,10:00am-11:30am,Not Recorded
13703,Solana Foundation Developer Summit: Crypto: The Good Parts (Presented by Solana Foundation),W3022,Adam Gomez (Portals),Tue 03/18,10:00am-10:30am,Not Recorded
13495,Production Workshop: An In Depth Guide to Solving Tough Real World Production Problems,S212/213,Charu Desodt (Interior Night) Fleur Marty (Ubisoft) Dave Ranyard (Dream Reality Interactive),Tue 03/18,10:00am-11:30am,Not Recorded
13548,The Climate Crisis Workshop,S204/205,Paula Angela Escuadra (Microsoft / Xbox) Jennifer Estaris (ustwo games) Arnaud Fayolle (Ubisoft) Grant Shonkwiler (Shonkventures LLC) Trevin York (Dire Lark),Tue 03/18,10:00am-11:30am,Not Recorded
13588,Tools Summit: Nodes and Native Code: DECIMA's Visual Programming for Every Discipline,W3014/3016,Bryan Keiren (Guerrilla),Tue 03/18,10:50am-11:50am,Video
13341,Game Narrative Summit: Built in Layers: (Re)Creating History with the Narrative System in 'Civilization VII',W2001/2003,Andrew Johnson (Firaxis) Cat Manning (Firaxis) Nell Raban (Firaxis) Finn Taylor (Firaxis Games),Tue 03/18,10:50am-11:50am,Video
13632,Audio Summit: Creating Believable Worlds with Ambience,W3024,Malin Arvidsson (Massive Entertainment – a Ubisoft Studio),Tue 03/18,10:50am-11:50am,Video
13385,Community Clubhouse Developer Summit: Magic Potion Games: A Club Penguin for the Next Generation (Presented by Community Clubhouse),S158,Karin Johnson (Magic Potion Games) Stephen MacDonald (Magic Potion Games) Anna Wright (Niantic Labs),Tue 03/18,10:50am-11:50am,Video
13394,Independent Games Summit: Creating a Handcrafted Game: 'Harold Halibut' Postmortem,W2009,Onat Hekimoglu (Slow Bros. GmbH) Ole Tillmann (Slow Bros. GmbH),Tue 03/18,10:50am-11:50am,Video
13659,Arm Developer Summit: Tips Tricks and Tools to Build the Ultimate Mobile Gaming Experiences (Presented by Arm),W3020,Ellie Bramer (Arm) Tim Johansson (GOALS) Roberto Lopez-Mendez (Arm),Tue 03/18,10:50am-11:20am,Not Recorded
13665,Autodesk Developer Summit: The Magic Behind Baldur's Gate 3: Pipeline Efficiency Enabled by Production Management Tools (Presented by Autodesk),W3001/3003,Sriranjani Parthasarathy (Larian Studios),Tue 03/18,10:50am-11:50am,Video
13680,Gaming Reimagined: Mobile's Impact on Play Today (Presented by King),W2000,Todd Green (King) Paula Ingvar (King) Peiwen Yao (Diablo Immortal Blizzard Entertainment),Tue 03/18,10:50am-11:50am,Video
13170,Art Direction Summit: 'Angry Birds' and AI in Practice: Finding Our Own Way,W2016,Tatu Petersen-Jessen (Rovio Entertainment),Tue 03/18,10:50am-11:50am,Video
13435,Level Design Summit: The Unusual Level Design for 'Tactical Breach Wizards',W2018,Steve Lee (Half Mermaid),Tue 03/18,10:50am-11:50am,Video
13691,Meta Developer Summit: Mastering Meta Horizon Worlds creation (Presented by Meta),W2011,Jordan Thiel (Meta),Tue 03/18,10:50am-11:50am,Video
13445,Live Service Games Summit: Survey Says... Don't Waste My Time!,W2006/2008,Linda Carlson (Arise Gaming),Tue 03/18,10:50am-11:50am,Video
13705,Solana Foundation Developer Summit: Everything Everywhere All at Once: Stitching a Cohesive Experience Across Game Modes (Presented by Solana Foundation),W3022,Michael Wagner (Star Atlas),Tue 03/18,10:50am-11:20am,Not Recorded
13202,Community Clubhouse Developer Summit: Breaking the Productivity Trap: Reimagining Game Development in the AI Era (Presented by Community Clubhouse),S160,Oren Debi (SciPlay) Volkan Gurel (Layer AI) Vered Horesh (BRIA) Andrei Muratov (AWS for Games),Tue 03/18,10:50am-11:50am,Video
13735,Unity Developer Summit: Getting Dredge to Look Great and Run Cool on Mobile (Presented by Unity),W2020/2022,Joe Cruz (Unity),Tue 03/18,10:50am-11:50am,Video
13753,Xsolla Developer Summit: The Scariest Threat in Mobile Gaming: Losing Control of Your Players (Presented by Xsolla),W2024,,Tue 03/18,10:50am-11:50am,Not Recorded
13256,Educators Summit: Teaching Games with Games IX: Climate Crisis,W3011,Ben Abraham (AfterClimate) Stephanie Boluk (University of California Davis) Katherine Buse (University of Chicago) Alenda Chang (University of California Santa Barbara) Patrick LeMieux (University of California Davis) Pablo Quarta (Matajuegos) Bart Simon (Concordia University),Tue 03/18,10:50am-11:50am,Video
13538,Technical Artist Summit: 'Dragon's Dogma 2': The Hidden World of Rigging and Cloth Simulation,W2010/2012,Petr Zapotocky (Capcom),Tue 03/18,10:50am-11:50am,Video
13794,Independent Games Summit: Porting Indie Games: From Concept to Console,W2005/2007,Zak Whaley (Zak Whaley Consulting),Tue 03/18,10:50am-11:50am,TBD
13293,Future Realities Summit: XR for All: Accessibility Insights from 'Walkabout Mini Golf' and 'Dimensional Double Shift',W2002/2004,Jazmin Cano (Owlchemy Labs) Colby Morgan (Mighty Coconut),Tue 03/18,10:50am-11:50am,Video
13303,Game AI Summit: Delivering a Novel Abstract AI System in a AAA 4X Game,W3004/3006,Will Smith Chambers (Oxide Games),Tue 03/18,10:50am-11:50am,Video
13757,Game Design Workshop Day 2,S207/208,Andy Ashcraft (Giantsdance Games / New York Film Academy) Jeb Havens (Brainium) Frank Lantz (Everybody House Games) Marc LeBlanc (Riot Games) Stone Librande (Riot Games) Geoffrey Marsi (Riot Games) Marcus Montgomery (Microsoft) Eben Myers (Level Ex Games) Kellee Santiago (E-Line Media) Lauren Scott (Double Fine) Eleanor Todd (Fablegate) Samuel Villanueva (Villains Creative),Tue 03/18,11:30am-1:00pm,Not Recorded
13758,Production Workshop: An In Depth Guide to Solving Tough Real World Production Problems,S212/213,Charu Desodt (Interior Night) Fleur Marty (Ubisoft) Dave Ranyard (Dream Reality Interactive),Tue 03/18,11:30am-1:00pm,Not Recorded
13760,The Climate Crisis Workshop,S204/205,Paula Angela Escuadra (Microsoft / Xbox) Jennifer Estaris (ustwo games) Arnaud Fayolle (Ubisoft) Grant Shonkwiler (Shonkventures LLC) Trevin York (Dire Lark),Tue 03/18,11:30am-1:00pm,Not Recorded
13184,Audio Summit: Lunchtime Surgeries,W3000/3002,Malin Arvidsson (Massive Entertainment – a Ubisoft Studio) Michelle Auyoung (Obsidian Entertainment) Robin Butel (Demute) Fei Guo (NetEase Games) Anthony Hales (Side Global) Cody Matthew Johnson (Emperia Sound and Music) Mathieu Lavoie (Side Global) Crystal Lee (Schell Games) Dillan Schmitz (King Aurorus Music),Tue 03/18,11:50am-1:20pm,Video
13658,Arm Developer Summit: Roundtable – Artificial Intelligence Serves Natural Intelligence in Games (Presented by Arm),W3020,Tim Bates Professor Tim Bates (https://thegodfatheroftech.com/) David Sena (Natural Motion) Stefana Simion (Arm),Tue 03/18,12:00pm-1:00pm,Not Recorded
13678,Game Narrative Summit: Game Narrative Review Competition Winners: Poster Analysis,W2001/2003,,Tue 03/18,12:00pm-1:00pm,Not Recorded
13482,Next-Gen Tech Forum: Generative AI's Honeymoon Is Over: What's Working for Developers Today? (Presented by Invoke),W3009,Kent Keirsey (Invoke),Tue 03/18,12:00pm-1:00pm,TBD
13764,Game Design Workshop Day 2,S207/208,Andy Ashcraft (Giantsdance Games / New York Film Academy) Jeb Havens (Brainium) Frank Lantz (Everybody House Games) Marc LeBlanc (Riot Games) Stone Librande (Riot Games) Geoffrey Marsi (Riot Games) Marcus Montgomery (Microsoft) Eben Myers (Level Ex Games) Kellee Santiago (E-Line Media) Lauren Scott (Double Fine) Eleanor Todd (Fablegate) Samuel Villanueva (Villains Creative),Tue 03/18,1:00pm-3:30pm,Not Recorded
13766,Production Workshop: An In Depth Guide to Solving Tough Real World Production Problems,S212/213,Charu Desodt (Interior Night) Fleur Marty (Ubisoft) Dave Ranyard (Dream Reality Interactive),Tue 03/18,1:00pm-3:30pm,Not Recorded
13770,The Climate Crisis Workshop,S204/205,Paula Angela Escuadra (Microsoft / Xbox) Jennifer Estaris (ustwo games) Arnaud Fayolle (Ubisoft) Grant Shonkwiler (Shonkventures LLC) Trevin York (Dire Lark),Tue 03/18,1:00pm-3:30pm,Not Recorded
13312,Game AI Summit: The History of Game AI: From Rule-Based to Deep Learning,W3004/3006,Youichiro Miyake (SQUARE ENIX),Tue 03/18,1:20pm-1:50pm,Video
13577,Thriving Players Summit: The Greenheart Way: Designing for Presence Without Intrusion,W3005/3007,Lucas Johnson (Silverstring Media Inc.),Tue 03/18,1:20pm-1:50pm,Video
13347,Game Narrative Summit: Heartthrobs and Heartaches: Creating Truly Irresistible Love Interests,W2001/2003,Megan Schwarz (Candlelight Games) Andrew Shvarts (Candlelight Games),Tue 03/18,1:20pm-1:50pm,Video
13657,Arm Developer Summit: Profiling and Optimizing Godot Engine for Mobile With Arm Performance Studio (Presented by Arm),W3020,Ian Bolton (Arm) Clay John (Godot Foundation and W4 Games),Tue 03/18,1:20pm-1:50pm,Not Recorded
13407,Independent Games Summit: The Intricate Web of Relationships: Indigenous-Centered Design,W2005/2007,Jennifer Estaris (ustwo games) Mary (waabishkiimiigwan) Hermes (Grassroots Indigenous Multimedia) Anangookwe Hermes-Roach (Grassroots Indigenous Multimedia) Joshua Herron (Grassroots Indigenous Multimedia) Renee Nejo (GIM) Steve Zimmerman (Eline Media),Tue 03/18,1:20pm-2:20pm,Video
13409,Independent Games Summit: What Even is 1.0?: Indefinite Early Access and Live Development,W2009,Tarn Adams (Bay 12 Games) Daniel Fedor (Blue Bottle Games) Jason Grinblat (Freehold Games) Alexandra Orlando (Kitfox Games) Tanya X. Short (Kitfox Games),Tue 03/18,1:20pm-2:20pm,Video
13666,Autodesk Developer Summit: Unleashing Creativity: Building Artist-Friendly Pipeline Tools and Workflows (Presented by Autodesk),W3001/3003,Chunyi LIU (LIGHTSPEED STUDIOS),Tue 03/18,1:20pm-2:20pm,TBD
13428,Community Clubhouse Developer Summit: Less Disruption More Engagement: Unpacking Anti-Toxicity Strategy and Technology for Voice Chat (Presented by Community Clubhouse),S160,Mark Frumkin (Modulate),Tue 03/18,1:20pm-2:20pm,Video
13174,Art Direction Summit: Saving Your Gameplay Feedback Through Art Direction,W2016,Sarah Robinson (Behaviour Interactive),Tue 03/18,1:20pm-2:20pm,Video
13431,Level Design Summit: Fostering Exploration: 9 Ways to Encourage Open World Engagement,W2018,Cameron Williams (Absurd Ventures),Tue 03/18,1:20pm-2:20pm,Video
13692,Meta Developer Summit: Merge realities multiply wonder: Expert guidance on mixed reality development (Presented by Meta),W2011,Kirk Barker (Meta),Tue 03/18,1:20pm-1:50pm,Video
13181,Audio Summit: Audio with Intent: A Creative Framework for Communicating Gameplay Information,W3024,Robin Butel (Demute),Tue 03/18,1:20pm-1:50pm,Video
13438,Live Service Games Summit: Anatomy of a Hit Word Game: 'Wordscapes Solitaire' Postmortem,W2006/2008,Theodore McCormick (PeopleFun) Steven Meretzky (PeopleFun),Tue 03/18,1:20pm-2:20pm,Video
13708,Solana Foundation Developer Summit: Making the Leap from Web2 to Web3 (Presented by Solana Foundation),W3022,Jonathan Campeau Johnny Aurory (Aurory) Ian Cummings (Third Time Games) Jon Lenaway Jon stuntgibbon Lenaway (Right Trigger Entertainment),Tue 03/18,1:20pm-1:50pm,Not Recorded
13460,Machine Learning Summit: Twitch Chat Safety: Scalable and Personalized Moderation with Deep Learning,W3018,Linda Liu (Twitch),Tue 03/18,1:20pm-2:20pm,Video
13737,Unity Developer Summit: Immersive Experiences: Building Cross-Platform Mixed Reality (Presented by Unity),W2020/2022,Andy Biar (Unity) Matt Schoen (Unity),Tue 03/18,1:20pm-2:20pm,Video
13755,Xsolla Developer Summit: Xsolla Pay - Powering Payments P(l)ay by New Rules (Presented by Xsolla),W2024,,Tue 03/18,1:20pm-1:50pm,Not Recorded
13776,Community Clubhouse Developer Summit: Start Early: Building Gaming Communities (Presented by Community Clubhouse),S158,Katleen Evers (4EversGames) Joanna Keler (GamerTag) Sydnee McLeod (Norsfell) Martine Spaans (Tamalaki Games) Max von Knorring (Amplitude Studios),Tue 03/18,1:20pm-2:20pm,Video
13777,Educators Summit: Case Study from Japan: Student Game Development with Local Welfare Facilities,W3011,Kenji Ono (International Professional University of Technology in TOKYO),Tue 03/18,1:20pm-1:50pm,Video
13539,Technical Artist Summit: 'LEGO Horizon Adventures': An Approach to Cinematics,W2010/2012,Andrea Zanelli (Studio Gobo Ltd.),Tue 03/18,1:20pm-2:20pm,Video
13287,Future Realities Summit:How 'Party Versus' is Reimagining Social Spaces for MR,W2002/2004,María Laura Mirabelli Jimenez (Gensler) Joey Ziolkowski (Schell Games),Tue 03/18,1:20pm-1:50pm,Video
13315,Game AI Summit: Walking in Circles: Using the Corridor Map Method for Faster Pathfinding,W3004/3006,Tobias Karlsson (Respawn Entertainment),Tue 03/18,2:10pm-2:40pm,Video
13575,Thriving Players Summit: Navigating Cross-Industry Player Safety Partnerships: Insights from the Zero Harm in Comms Frontline,W3005/3007,Jonathan Cheng (Riot Games) Nicolas Grenon-Godbout (Ubisoft),Tue 03/18,2:10pm-2:40pm,Video
13353,Game Narrative Summit: Skip the Filler Hit the Thrillers: Crafting Compelling Characters in Linear Narrative of 'Evil West',W2001/2003,Maria Borys-Piatkowska (Flying Wild Hog),Tue 03/18,2:10pm-2:40pm,Video
13655,Arm Developer Summit: Breaking Into AI: Essential Skills for the Next Generation of Game Designers and Industry Leaders (Presented by Arm),W3020,Kai Qin (Tencent),Tue 03/18,2:10pm-2:40pm,Not Recorded
13182,Audio Summit: Beyond the Booth: Creative Voice Recording and Performance Design,W3024,Anthony Hales (Side Global) Mathieu Lavoie (Side Global),Tue 03/18,2:10pm-2:40pm,Video
13694,Meta Developer Summit: Monetization Success for Meta Horizon worlds creators (Presented by Meta),W2011,David Harris (Meta),Tue 03/18,2:10pm-2:40pm,Video
13704,Solana Foundation Developer Summit: De-risking Live Ops with a Decentralized Backend (Presented by Solana Foundation),W3022,Jon Radoff (Beamable),Tue 03/18,2:10pm-2:40pm,Not Recorded
13748,Xsolla Developer Summit: Breaking the Myths: The Truth About Measuring UX & Player Acquisition in Mobile Games (Presented by Xsolla),W2024,,Tue 03/18,2:10pm-2:40pm,Not Recorded
13255,Educators Summit: Sketchbooking and Visual Analysis in the Game Design Classroom,W3011,Christopher Totten (Kent State University/Pie for Breakfast Studios),Tue 03/18,2:10pm-2:40pm,Video
13292,Future Realities Summit: VR Multiplayer Mayhem: Unique Solutions to Challenges at VRCAVE,W2002/2004,Nathaniel Rossol (VRCAVE),Tue 03/18,2:10pm-2:40pm,Video
13585,Tools Summit: A Series of Microtalks About Spreadsheets,W3014/3016,Tyler Coleman (Ludo Systems Inc.) Russ Fan (Independent) Nathan Harling (EA Maxis) Tomo Moriwaki (Hyperkinetic Studios) Guillaume Pierre (Magic Fuel Games/Playstack) Lauren Scott (Double Fine),Tue 03/18,2:40pm-3:40pm,Video
13400,Independent Games Summit: Gameplay System Design for Indies Microtalks: A Soapbox,W2009,Damien Crawford (Cannibal Interactive) Monica Fan (Pipeworks Studios) Scott Fine (Skydance Interactive) Jakub Kasztalski (Unbound Creations) Nat Loh (Independent) Joe Quadara (Recurver Consulting Lunar Lunchbox),Tue 03/18,2:40pm-3:40pm,Video
13664,Autodesk Developer Summit: Power Up your Game Development Workflow with Bifrost for Maya (Presented by Autodesk),W3001/3003,Sumira Dhawan (Autodesk) Guillaume Laforge (Autodesk),Tue 03/18,2:40pm-3:40pm,Video
13172,Art Direction Summit: AAA Art at Scale: Getting Quality Results from External Partners,W2016,Andrew Silver (Wild Blue Studios),Tue 03/18,2:40pm-3:40pm,Video
13432,Level Design Summit: From 'Skyrim' and 'Fallout' to Solo Dev: Creating 'The Axis Unseen',W2018,Nathan Purkeypile (Just Purkey Games),Tue 03/18,2:40pm-3:40pm,Video
13200,Beyond the Hype: Real-World Applications of Google AI in Gaming (Presented by Google),W2000,Jetha Chan Jetha Chan (Google DeepMind) Ju-yeong Ji Ju-yeong Ji (Google DeepMind) Ishan Sharma Ishan Sharma (Google),Tue 03/18,2:40pm-3:40pm,Video
13201,Community Clubhouse Developer Summit: Bots Costs $ (Presented by Community Clubhouse),S160,Alon Dayan (Quago) Andrew Hogan (Intorqa),Tue 03/18,2:40pm-3:40pm,Video
13733,Unity Developer Summit: Building Fear: The Tech Behind Phasmophobia (Presented by Unity),W2020/2022,Benjamin Lavender (Kinetic Games),Tue 03/18,2:40pm-3:40pm,Video
13792,Independent Games Summit: Careful Leadership Through Crises,W2005/2007,Richard Atlas (Clever Endeavour Games) Helen Burnill (CULT Games) Trent Kusters (League of Geeks),Tue 03/18,2:40pm-3:40pm,Video
13795,Live Service Games Summit: Game Designer's Notebook,W2006/2008,Camilla Avellar (Supercell) Marta Cortinas (King) Kenny Shea Dinkin (King) James Portnow (Rainmaker Games),Tue 03/18,2:40pm-3:40pm,Video
13541,Technical Artist Summit: Crafting Seamless Level Transitions in 'Star Wars Outlaws',W2010/2012,Martin Kulig (Massive Entertainment - A Ubisoft Studio) Ricardo Silva (Massive Entertainment - A Ubisoft Studio),Tue 03/18,2:40pm-3:40pm,Video
13572,"Thriving Players Summit: Bringing the ""Outside"" In",W3005/3007,Maria Beck (Sweet Baby Inc.) Bria Davis (Young Horses) Jay Justice (Independent) Colin McInerney (Independent) Coby West (Independent),Tue 03/18,3:00pm-3:30pm,Video
13352,Game Narrative Summit: Sex Or Death: Achieving Satisfying Midpoints in Interactive Narratives,W2001/2003,Amy-Leigh Shaw (Sweet Baby Inc),Tue 03/18,3:00pm-3:30pm,Video
13660,Arm Developer Summit: Tips Tricks and Tools to Build the Ultimate Mobile Gaming Experiences (Presented by Arm),W3020,Jai Schrem (Arm) Patrick Wang (Arm) Shihchin Weng (MediaTek),Tue 03/18,3:00pm-3:30pm,Not Recorded
13688,Meta Developer Summit: Building a tabletop MR game fast: The Battlenauts case study (Presented by Meta),W2011,Martin Ashford (Popup Asylum) Mark Hogan (Popup Asylum),Tue 03/18,3:00pm-3:30pm,Video
13183,Audio Summit: Bringing the Party Home: Designing Audio for Mixed Reality,W3024,Crystal Lee (Schell Games),Tue 03/18,3:00pm-3:30pm,Video
13454,Machine Learning Summit: Developing a Stats-Based Anti-Cheat Framework for 'Rainbow Six Siege',W3018,Bettina Hein (Ubisoft Entertainment),Tue 03/18,3:00pm-4:00pm,Video
13749,Xsolla Developer Summit: Game Funding Nightmares: What Not to Do (and How to Get It Right) (Presented by Xsolla),W2024,,Tue 03/18,3:00pm-3:30pm,Not Recorded
13252,Educators Summit: Cup of Tea: Cozy Design in a Game Course and Community,W3011,Melissa Kagen (Worcester Polytechnic Institute),Tue 03/18,3:00pm-3:30pm,Video
13308,Game AI Summit: Navigating Expansive Worlds: Implementing Custom Large World Support in Unreal,W3004/3006,Richard Kogelnig (Havok),Tue 03/18,3:00pm-3:30pm,Video
13765,Game Design Workshop Day 2,S207/208,Andy Ashcraft (Giantsdance Games / New York Film Academy) Jeb Havens (Brainium) Frank Lantz (Everybody House Games) Marc LeBlanc (Riot Games) Stone Librande (Riot Games) Geoffrey Marsi (Riot Games) Marcus Montgomery (Microsoft) Eben Myers (Level Ex Games) Kellee Santiago (E-Line Media) Lauren Scott (Double Fine) Eleanor Todd (Fablegate) Samuel Villanueva (Villains Creative),Tue 03/18,3:30pm-6:00pm,Not Recorded
13767,Production Workshop: An In Depth Guide to Solving Tough Real World Production Problems,S212/213,Charu Desodt (Interior Night) Fleur Marty (Ubisoft) Dave Ranyard (Dream Reality Interactive),Tue 03/18,3:30pm-6:00pm,Not Recorded
13771,The Climate Crisis Workshop,S204/205,Paula Angela Escuadra (Microsoft / Xbox) Jennifer Estaris (ustwo games) Arnaud Fayolle (Ubisoft) Grant Shonkwiler (Shonkventures LLC) Trevin York (Dire Lark),Tue 03/18,3:30pm-6:00pm,Not Recorded
13313,Game AI Summit: The Human Cost of Generative AI,W3004/3006,Rez Graham (Independent),Tue 03/18,3:50pm-4:20pm,Video
13574,Thriving Players Summit: It's Okay to Slow Down,W3005/3007,Atlas Chen (thatgamecompany) Tim Nixon (thatgamecompany),Tue 03/18,3:50pm-4:20pm,Video
13350,Game Narrative Summit: My OC Writes IP: How Fanfiction Primes Us for Established Franchises,W2001/2003,Emma Kidwell (Firaxis),Tue 03/18,3:50pm-4:20pm,Video
13653,Arm Developer Summit: AI Coaching in MOBA Games: A Case Study With Honor of Kings (Presented by Arm),W3020,Wenxi Zhu (Tencent),Tue 03/18,3:50pm-4:20pm,Not Recorded
13695,Meta Developer Summit: The power of analytics in game development for Meta Horizon Worlds (Presented by Meta),W2011,Brad McAuley (Meta) Ben Miller-Hepburn (Meta),Tue 03/18,3:50pm-4:20pm,Video
13187,Audio Summit: Understanding Game Audio Programming and How I Got There,W3024,Michelle Auyoung (Obsidian Entertainment),Tue 03/18,3:50pm-4:20pm,Video
13750,Xsolla Developer Summit: Gaming in 2030: The Future of Play. (Presented by Xsolla),W2024,,Tue 03/18,3:50pm-4:20pm,Not Recorded
13254,Educators Summit: Preparing Students for the Worst: Layoffs Contract Work and More,W3011,Tyler Coleman (Retora Games),Tue 03/18,3:50pm-4:20pm,Video
13587,Tools Summit: Mission Kontrol: Revolutionizing Combat Testing for 'Mortal Kombat 1',W3014/3016,Etienne Palmer-Campbell (NetherRealm Studios),Tue 03/18,4:10pm-5:10pm,Video
13401,Independent Games Summit: Hitting the Bullseye: Crafting a Winning Strategy for Targeting Creators and Press,W2005/2007,Dana Trebella (Spoke & Wheel Strategy) Jenny Windom (Ivy Road),Tue 03/18,4:10pm-5:10pm,Video
13662,Autodesk Developer Summit: Animation Workflow Hacks for Seamless Game Engine Integration (Presented by Autodesk),W3001/3003,Alex Alex Ferreira Simoes (Riot Games),Tue 03/18,4:10pm-5:10pm,Video
13684,Independent Games Summit: Indie Soapbox,W2009,Teddy Dief (Independent) Lisy Kane (CULT Games),Tue 03/18,4:10pm-5:10pm,Video
13173,Art Direction Summit: Breaking Out of the Comfort Zone: A Journey from AAA to Indie Development,W2016,Sebastien Primeau (Yellow Brick Games),Tue 03/18,4:10pm-5:10pm,Video
13433,Level Design Summit: How Narrative Design Can Align Level Design and Art Around Themes & Tone,W2018,Lauryn Ash Lauryn Ash (Undead Labs),Tue 03/18,4:10pm-5:10pm,Video
13456,Machine Learning Summit: Machine Learning Aimbot Detection in 'Call of Duty',W3018,Haleema Sheraz (Activision (Microsoft)) Mathew Varghese (Activision (Microsoft)),Tue 03/18,4:10pm-5:10pm,Video
13734,Unity Developer Summit: Elevating the Ad Experience: A Playbook for Building Trust & Safety (Presented by Unity),W2020/2022,Scott Menzer (Unity),Tue 03/18,4:10pm-5:10pm,Video
13239,Community Clubhouse Developer Summit: D2C X-Ray Vision: What Top Publishers Do to Scale Web Shop Success. (Presented by Community Clubhouse),S160,Jason Dauenhauer (Keywords Studios) Michael Lewis (Take-Two Interactive Software Inc) Travis Neiderhiser (Nexus) Chip Thurston (FastSpring) David Vogelpohl (FastSpring),Tue 03/18,4:10pm-5:10pm,Video
13559,Community Clubhouse Developer Summit: The Ripple Effects of Great Tooling: why the Developer Experience Matters to Everyone (Presented by Community Clubhouse),S158,Matt Ellis (JetBrains) Josh Loveridge (Stratton Studios) Justin Marc Miersch (314 Arts) Antonio Rafael Antunes Miranda (Sirenix),Tue 03/18,4:10pm-5:10pm,Video
13573,Thriving Players Summit: Expanding Player Impact in Social Spaces,W3005/3007,Andreia Goncalves (EA),Tue 03/18,4:40pm-5:10pm,Video
13342,Game Narrative Summit: Burning Bright: Keeping Narrative Creative Momentum in Intense Production Cycles,W2001/2003,Olga Kellner (Owlcat Games),Tue 03/18,4:40pm-5:10pm,Video
13661,Arm Developer Summit: Unreal Engine for Mobile Game Development (Presented by Arm),W3020,Arvind Neelakantan (Epic Games),Tue 03/18,4:40pm-5:10pm,Not Recorded
13693,Meta Developer Summit: Meta Horizon Start Developer Story: Sugar Madness (Presented by Meta),W2011,Andrei Gamurar (Jolly Co. LLC),Tue 03/18,4:40pm-5:10pm,Video
13185,Audio Summit: Maintaining Musical Integrity (When Working with Clients),W3024,Dillan Schmitz (King Aurorus Music),Tue 03/18,4:40pm-5:10pm,Video
13709,Solana Foundation Developer Summit: Not As Hard As It Seems: Building Blocks for Web3 Game Development (Presented by Solana Foundation),W3022,Juan Pablo Bedoya Juan Pablo (JP) Bedoya (Honeycomb Protocol),Tue 03/18,4:40pm-5:10pm,Not Recorded
13751,Xsolla Developer Summit: Influencers in Gaming: Hype Hustle or Huge ROI? (Presented by Xsolla),W2024,,Tue 03/18,4:40pm-5:10pm,Not Recorded
13257,Educators Summit: Your School's Secret Weapon: Fostering Game Development Clubs,W3011,Innes Aitken (Abertay University) Allyssa De La Torre (Independent) Tad Leckman (University of California Santa Cruz) Anastasia Naydina (CSUN) Jonah Ryan (University of California Santa Cruz),Tue 03/18,4:40pm-5:10pm,Video
13309,Game AI Summit: Possibilistic Logic Use in Game AI Architecture,W3004/3006,Braeden Warnick (Inworld AI),Tue 03/18,4:40pm-5:10pm,Video
13314,Game AI Summit: The Simplest AI Trick in the Book,W3004/3006,Rez Graham (Independent) Jonathan Martin (IO Interactive),Tue 03/18,5:30pm-6:00pm,Video
13571,Thriving Players Summit: Avoiding Toxic Positivity in Games for Emotional Well-Being,W3005/3007,Hannah Gunderman Hannah C. Gunderman (Lumi Interactive),Tue 03/18,5:30pm-6:30pm,Video
13586,Tools Summit: Designing Extensibility for EA’s Submission Tool CheckMate,W3014/3016,Byron Mayne (Electronic Arts),Tue 03/18,5:30pm-6:00pm,Video
13346,Game Narrative Summit: Ghosts on the Airwaves: Caring About Unseen Characters in 'Pacific Drive',W2001/2003,Karrie Shirou Shao (Pacific Drive / Ironwood Studios),Tue 03/18,5:30pm-6:00pm,Video
13656,Arm Developer Summit: Prize Draw and Networking (Presented by Arm),W3020,Gemma Platt (Arm),Tue 03/18,5:30pm-6:30pm,Not Recorded
13689,Meta Developer Summit: Can AI make your game better? (Presented by Meta),W2011,Yelena Rachitsky (Meta),Tue 03/18,5:30pm-6:00pm,Video
13434,Level Design Summit: Level Design in a Galaxy Far Far Away: 'Star Wars: Hunters',W2018,Leonard Mah (NaturalMotion),Tue 03/18,5:30pm-6:00pm,Video
13186,Audio Summit: The Impact of 'Marvel Rivals': Real-Time Sound Mixing in the Gaming Experience,W3024,Fei Guo (NetEase Games),Tue 03/18,5:30pm-6:00pm,Video
13707,Solana Foundation Developer Summit: Getting Hands-On: Build a Web3 Game in 30 Minutes (Presented by Solana Foundation),W3022,Jonas Hahn (Solana Foundation),Tue 03/18,5:30pm-6:00pm,Not Recorded
13453,Machine Learning Summit: Behind the Platform: Deploying ML for Voice Safety,W3018,Kiran Bhat (Roblox) Hannes Heikinheimo (Roblox),Tue 03/18,5:30pm-6:00pm,Video
13739,Unity Developer Summit: Player-First Monetization: How Metacore Balances Engagement & Revenue (Presented by Unity),W2020/2022,Eric Bolitho (Metacore) Franco Spina (Unity),Tue 03/18,5:30pm-6:30pm,Video
13754,Xsolla Developer Summit: WTF: Web3 Tokens and Fun! (Presented by Xsolla),W2024,,Tue 03/18,5:30pm-6:00pm,Not Recorded
